listing_id,name,street,city,state,state_name,zip,lat,lng,phone,website,facebook,instagram,twitter,youtube,pinterest,season,products,description,updated,accepts_snap,accepts_ebt,organic_certified,organic_practices,csa_vendor_present,indoor_market,online_order_available,delivery_available,payment_cash,payment_credit_debit,live_enriched
"301483","Superior Farm-to-Fantastic Farmer's Market","Main Street","Superior","AZ","Arizona","85173","33.285146","-111.1103","707-337-5055",,"Superior Farm-to-Fantastic Farmer's Market",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Cut flowers; Dry beans; Eggs; Honey; Nursery stock; Soap/body care products",,"Mar 26th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301485","North Canton Farmers' Market","1000 West Maple St","North Canton","OH","Ohio","44720","40.875871","-81.417769","3302090809","https://www.cantonfarmersmarket.com/","https://www.facebook.com/NorthCantonFarmersMarket/",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Maple products; Mushrooms; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Mar 29th, 2021","false","false","true","false","false","true","false","false","false","true","true"
"301487","Clay Center Farmers Market","720 5th Street","Clay Center","KS","Kansas","67432","39.376936","-97.126471","785-630-0673","http://Claycenterfarmersmarket.blogspot.com","Clay Center Farmers Market",,,,,"April to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Pet food; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Apr 7th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301491","Tontitown Farmers' Market",,"Ar","AR","Arkansas","72770","36.175764","-94.232501","4793619168","https://www.tontitown.com/tontitown-farmers-market/","https://www.facebook.com/Tontitown-Farmers-Market-101353608349771/",,"https://twitter.com/TontitownM",,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Pet food; Prepared foods; Soap/body care products; Wild harvested forest products",,"Apr 21st, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301492","Athol Farmers Market",,"Athol","ID","Idaho","30355","47.944594","-116.7079","2087719908",,"https://www.facebook.com/Atholfarmersmarket",,,,,"May to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Maple products; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wine, spirits, beer, hard cider",,"Apr 26th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301494","Webb City Farmers Market","106 East Tracy Street","Webb City","MO","Missouri","64870","37.140206","-94.462592","4174385833","http://www.webbcityfarmersmarket.com/","https://www.facebook.com/WebbCityFarmersMarket",,,"https://www.youtube.com/channel/UCcFOS0YzbUDbb_dj5xQXcZg",,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fish/seafood; Fresh/dried herbs; Honey; Mushrooms; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Apr 28th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301495","Fondy Farmers Market","2200 W Fond du Lac Ave","Milwaukee","WI","Wisconsin","53206","43.061843","-87.939701","4149338121","https://fondymke.org/","www.facebook.com/fondymarket/",,"www.twitter.com/fondymarket","www.youtube.com/channel/UCVNVRvOp84S6yHDnFn8ef1w",,"May to June","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Crafts/woodworking items; Eggs; Honey; Juices/non-alcoholic ciders; Poultry/fowl meat and products; Prepared foods; Soap/body care products",,"Apr 28th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301496","Milwaukee Winter Farmers Market","524 S Layton Blvd","Milwaukee","WI","Wisconsin","53215","43.025865","-87.944924","4145622282","www.mcwfm.org","www.facebook.com/mcwfm",,"www.twitter.com/fondymarket","www.youtube.com/channel/UCVNVRvOp84S6yHDnFn8ef1w",,"November to March","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Dairy products.; Dry beans; Eggs; Fresh/dried herbs; Grains/flour; Honey; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"Apr 28th, 2021","true","true","true","false","false","true","false","false","false","true","true"
"301498","Greater Washington County Food Bank Farmers' Market","909 National Pike West","Brownsville","PA","Pennsylvania","15417","40.041867","-79.977907","7246322190","https://gwcfoodbank.org","Greater Washington County Food Bank",,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Prepared foods; Soap/body care products",,"Apr 29th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301499","De Soto Farmers' Market","520 N. Main St.","Desoto","MO","Missouri","63020","38.143674","-90.552205","6365430966","https://gethealthydesoto.org/","https://www.facebook.com/cultivatingfoodandcommunity",,,"https://www.youtube.com/channel/UCW0fYCdzTgTVIeWAGlLjicw",,"April to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Grains/flour; Honey; Mushrooms; Nursery stock; Poultry/fowl meat and products; Red/other non-poultry meat and products; Soap/body care products",,"Apr 30th, 2021","false","false","false","false","false","false","false","false","false","true","true"
"301500","Metuchen Farmers Market","New Street and Pearl Street","Metuchen","NJ","New Jersey","08840","40.541112","-74.363008","6096199365",,"https://www.facebook.com/metuchenfarmersmarket",,"https://twitter.com/MetuchenMkt",,,"May to November","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Maple products; Mushrooms; Nuts; Poultry/fowl meat and products; Red/other non-poultry meat and products",,"May 1st, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301502","Gilbert Farmers Market","222 N Ash St","Gilbert","AZ","Arizona","85234","33.354527","-111.79094","480 359 6446","gilbertmarket.com","facebook.com/gilbertmarket/",,"twitter.com/gilbertmarket",,,"January to April","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; Wine, spirits, beer, hard cider",,"May 4th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301503","Pontiac Farmers' Market",,"Pontiac","IL","Illinois","61764","40.880177","-88.629562","815-844-3396",,"https://www.facebook.com/pontiac.farmers.market/",,,,,"June to August","Fresh fruits; Fresh vegetables; Baked goods; Crafts/woodworking items; Cut flowers; Fresh/dried herbs; Soap/body care products",,"May 4th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301506","Morris County Winter Farmers' Market","6 Normandy Heights Rd","Morristown","NJ","New Jersey","07960","40.796595","-74.448694","9732061477",,"Morris Winter Farmers Market",,,,,"December to March","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products",,"May 13th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301507","San Antonio Food Bank Farmers' Market","5200 Enrique M. Barrera Pkwy","San Antonio","TX","Texas","78227","29.418102","-98.59179","210-431-8358","https://safoodbank.org/farmersmarket",,,,,,"April to October","Fresh fruits; Fresh vegetables; Crafts/woodworking items; Eggs; Fresh/dried herbs; Honey",,"May 13th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301508","Lexington Farmers' Market",,"Lexington","MA","Massachusetts","02421","42.444009","-71.235394","339-970-9495","https://www.lexingtonfarmersmarket.org/","https://www.facebook.com/LexingtonFarmersMkt",,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fish/seafood; Fresh/dried herbs; Honey; Maple products; Mushrooms; Poultry/fowl meat and products; Red/other non-poultry meat and products; Soap/body care products; Wine, spirits, beer, hard cider",,"May 18th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301509","New Braunfels Food Bank Farmers' Market","1620 S. Seguin Ave","New Braunfels","TX","Texas","78130","29.699301","-98.115109","2104318358",,,,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables",,"May 25th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301510","St. Phillips Plaza Market","4280 N. Campbell Rd","Tucson","AZ","Arizona","85718","32.285766","-110.94208","5202039835",,"https://www.facebook.com/stphilipsplazamarket/",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Eggs; Fish/seafood; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Soap/body care products",,"May 26th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301511","Grant Park Farmers Market","1040 Grant Street SE","Atlanta","GA","Georgia","30315","33.725504","-84.376724","4049193619","https://cfmatl.org/markets/","https://www.facebook.com/grantparkfarmersmarket",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; Wine, spirits, beer, hard cider",,"May 26th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301512","Ponce City Farmers Market on the BeltLine","675 Ponce de Leon Ave","Atlanta","GA","Georgia","30315","33.772425","-84.364611","4049193619","https://cfmatl.org/markets/","https://www.facebook.com/pcfmbeltline",,,,,"March to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Dairy products.; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Nuts; Prepared foods; Soap/body care products; Tofu/non-animal protein; Wine, spirits, beer, hard cider",,"May 26th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301513","Virginia Highland Farmers Market","1017 North Highland Avenue NE","Atlanta","GA","Georgia","30306","33.782208","-84.354177","4049193619","https://cfmatl.org/virginia-highland/","www.facebook.com/VirginiaHighlandFarmersMarket",,,,,"April to October","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Nuts; Soap/body care products",,"May 26th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301514","White Mountains Market","1501 W White Mountain Blvd","Pinetop-Lakeside","AZ","Arizona","85929","34.146798","-109.97074","928-532-2680",,"https://www.facebook.com/AZWhiteMountainsMarket",,,,,"May to September","Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Mushrooms; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"May 27th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301515","Tosa Farmers Market","7720 Harwood Ave","Wauwatosa","WI","Wisconsin","53213","43.048733","-88.008791","414-301-2526","https://www.tosafarmersmarket.com","https://www.facebook.com/TosaFarmersMarket",,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Dry beans; Fresh/dried herbs; Grains/flour; Honey; Maple products; Mushrooms; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"May 29th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301516","Paola Farmers Market","Park Square","Paola","KS","Kansas","66071","38.572307","-94.878291","2022761618","paolafarmersmarket.org","facebook.com/paolafarmersmarket",,,,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Cut flowers; Eggs; Fresh/dried herbs; Honey; Poultry/fowl meat and products; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"May 29th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301517","Mission Marquee Plaza Farmers' Market","3100 Roosevelt Ave","San Antonio","TX","Texas","78214","29.472403","-98.525142","2104318358",,,,,,,"March to October","Fresh fruits; Fresh vegetables",,"Jun 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301518","Pica Pica Plaza Farmers' Market","910 SE Military Dr","San Antonio","TX","Texas","78214","29.472403","-98.525142","2104318358",,,,,,,"March to October","Fresh fruits; Fresh vegetables",,"Jun 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301519","WIC Clinic Callaghan Farmers' Market","4412 Callaghan Rd","San Antonio","TX","Texas","78228","29.472403","-98.525142","2104318358",,,,,,,"March to October","Fresh fruits; Fresh vegetables",,"Jun 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301520","WIC Clinic Salinas Farmers' Market","630 S General McMullen","San Antonio","TX","Texas","78237","29.472403","-98.525142","2104318358",,,,,,,"March to October","Fresh fruits; Fresh vegetables",,"Jun 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301521","WIC Clinic Naco-Perrin Farmers' Market","4020 Naco Perrin","San Antonio","TX","Texas","78217","29.472403","-98.525142","2104318358",,,,,,,"March to October","Fresh fruits; Fresh vegetables",,"Jun 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301522","WIC Clinic Pecan Valley Farmers' Market","802 Pecan Valley","San Antonio","TX","Texas","78220","29.472403","-98.525142","2104318358",,,,,,,"March to October","Fresh fruits; Fresh vegetables",,"Jun 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301523","The St. James Farmers Market","304 Armstrong Blvd n","St.James","MN","Minnesota","56081","43.9784291","-94.614044","5073753333",,,,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Maple products; Soap/body care products",,"Jun 2nd, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301524","Pretzel Park Farmers Market","4300 Silverwood Street","Philadelphia","PA","Pennsylvania","19127","40.025446","-75.220985","215-508-5606","http://www.friendsofpretzelpark.org","https://www.facebook.com/pretzelparkfarmersmarket",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Grains/flour; Honey; Maple products; Mushrooms; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wine, spirits, beer, hard cider",,"Jun 3rd, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301525","Russiaville Farmers Market","250 N Union St","Russiaville","IN","Indiana","46979","40.419151","-86.270804","7654379495",,"https://www.facebook.com/RussiavilleFM",,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Pet food; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jun 3rd, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301526","Forest Hills Farmers Market","1840 Ardmore Blvd","Pittsburgh","PA","Pennsylvania","15221","40.425019","-79.86111","4123027547","http://www.foresthillsfarmersmarket.com","Forest Hills PA Farmers Market",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Cut flowers; Eggs; Fresh/dried herbs; Honey; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products",,"Jun 4th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301527","Birdsboro Farmers Market","226 N Water St","Birdsboro","PA","Pennsylvania","19508","40.262329","-75.810113","8159737578","https://birdsboropa.org/community-events/","https://m.facebook.com/events/main-bird-park-226-n-water-st-birdsboro-pa-19508/birdsboro-farmers-market/752878688717725/",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Pet food; Prepared foods; Soap/body care products",,"Jun 8th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301531","Farm to Fork Farmers' Market",,"Caldwell","ID","Idaho","83605","43.666163","-116.68885","2086495010","https://www.indiancreekplaza.com/farm-to-fork-farmers-market","https://www.facebook.com/farmtoforkfarmersmarketcaldwell",,,,,"May to September","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wine, spirits, beer, hard cider",,"Jun 9th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301532","Brookville Farmer's Market","116 Main Street","Brookville","IN","Indiana","47012","39.412804","-85.012083","5134793133",,,,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Cut flowers; Eggs; Honey",,"Jun 9th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301530","Historic Lewes Farmers Market","820 Savannah Road","Lewes","DE","Delaware","19958","38.77009639999999","-75.14353369999999","3026441436","www.historiclewesfarmersmarket.org","https://www.facebook.com/historiclewesfarmersmarket/",,,,,"October to November","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products.; Dry beans; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Mushrooms; Nursery stock; Pet food; Poultry/fowl meat and products; Prepared foods; Soap/body care products",,"Apr 6th, 2022","true","true","true","false","false","false","false","false","false","true","true"
"301534","North Branch Farmers Market","6241 Main Street","North Branch","MN","Minnesota","55056","45.510887","-92.982014","651-674-4507",,"North Branch - Minnesota Farmers Market",,,,,"July to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Maple products; Nursery stock; Prepared foods",,"Jun 11th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301535","Bamberg Farmers Market","12205 Heritage Hwy","Bamberg","SC","South Carolina","29003","33.300136","-81.031222","000-000-0000",,"https://www.facebook.com/bambergfarmersmarket/?ref=page_internal",,,,,"March to November","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Crafts/woodworking items; Eggs; Nuts",,"Jun 13th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301536","Burke Area Farmers Market","626 County Road","Burke","SD","South Dakota","57523","43.185042","-99.299066","6058305039","www.burkeareafarmersmarket.com","Burke Area Farmers Market",,,,,"July to September","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jun 15th, 2021","false","true","true","false","false","false","false","true","false","true","true"
"301537","Stayton Farmers Market",,"Stayton","OR","Oregon","97383","44.796453","-122.79192","5037305784","Downtownstayton.org","@staytonfarmersmarket",,,,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Maple products; Mushrooms; Nursery stock; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jun 18th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301538","Backyard Market in Black Forest","12530 Black Forest Rd","Colorado Springs","CO","Colorado","80908","39.014791","-104.70238","7193063049","https://thebackyardmarkets.com","https://www.facebook.com/BackyardMarketinBF/",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"Jun 21st, 2021","true","true","true","false","false","true","false","false","false","true","true"
"301540","Backyard Market in Black Forest - Holiday","13710 Black Forest Road","Colorado Springs","CO","Colorado","80908","39.029861","-104.70169","7193063049","https://thebackyardmarkets.com","https://www.facebook.com/BackyardMarketinBF/",,,,,"December","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Dairy products.; Dry beans; Eggs; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jun 21st, 2021","true","true","true","false","false","true","false","false","false","true","true"
"301541","Historic Lafayette Farmers Market","5th Street, between Ferry and Columbia","Lafayette","IN","Indiana","47901","40.418803","-86.891858","17657424044","www.LafayetteFarmersMarket.com","www.facebook.com/lafayettefarmersmarket","https://www.instagram.com/historiclafayettefarmersmarket",,,,"May–October, Saturdays 8am–12:30pm","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Grains/flour; Honey; Maple products; Nursery stock; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Tofu/non-animal protein","The Historic Lafayette Farmers Market is one of Indiana's oldest outdoor markets, operating for over 180 years in downtown Lafayette along 5th and Main Streets. Vendors sell fresh garden flowers, baked goods, vegetables, fruits, local honey, and fresh jams, alongside concessions and crafts. The market features live music each week.","Jun 22nd, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301542","Austin Farmers Market","9607 RESEARCH BLVD","Austin","TX","Texas","78759","30.387094","-97.741448","9562867775",,"https://www.facebook.com/farmergeorge.market",,"https://twitter.com/farmergeorgetx?lang=en","https://www.youtube.com/channel/UCvxG2wYZ5ebpCgcr8tQtV_Q/featured",,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dry beans; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wine, spirits, beer, hard cider",,"Jun 22nd, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301543","Round Rock Farmers' Market","201 University Oaks Blvd","Round Rock","TX","Texas","78665","30.557966","-97.688209","9562867775","www.farmergeorge.market","www.facebook.com/farmergeorge.market",,"www.twitter.com/farmergeorgetx","www.youtube.com/channel/UCvxG2wYZ5ebpCgcr8tQtV_Q/featured",,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Tofu/non-animal protein; Wine, spirits, beer, hard cider",,"Jun 22nd, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301544","Grove Farm Market","4411 Kikowaena St","Lihue","HI","Hawaii","96766","21.965378","-159.39557","8086322528","https://www.grovefarm.com/grovefarmmarket","https://www.facebook.com/GroveFarmMarket/",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Cut flowers; Fish/seafood; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products",,"Jun 24th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"301545","Wagoner Farmers Market","115 S Main Street","Wagoner","OK","Oklahoma","74467","35.963528","-95.379596","918-844-5493","https://www.facebook.com/302828983938019/posts/534812427406339/?d=n","@wagonermarket",,,,,"April to October","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Honey; Mushrooms; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products; Wine, spirits, beer, hard cider",,"Jun 23rd, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301546","Farmers Market Ogden",,"Ogden","UT","Utah","84401","41.220677","-111.97327","3853891411","https://farmersmarketogden.com/","https://www.facebook.com/farmersmarketogden",,,,,"5/24 - 10/18","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"Jun 23rd, 2021","true","true","true","false","false","false","false","false","false","true","true"
"301547","Batavia Farmers' Market","North River Street","Batavia","IL","Illinois","60510","41.851028","-88.306027","630-761-3528","https://downtownbatavia.com/farmers-market/","https://www.facebook.com/BataviaFarmersMarket/about/?ref=page_internal",,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Maple products; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jun 23rd, 2021","true","true","true","false","false","false","false","false","false","true","true"
